rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_teff,st_mass,st_rad,rowupdate
1624,Kepler-176,c,Transit,4,12.75971200,0.102000,,,,5232.00,,0.89,2014-05-14
1625,Kepler-176,d,Transit,4,25.75197400,0.163000,,,,5232.00,,0.89,2014-05-14
1626,Kepler-176,e,Transit,4,51.16579000,,,,,5232.00,,0.89,2016-05-10
1627,Kepler-177,b,Transit,2,36.85500000,,,0.00600,,5942.00,1.07,1.07,2014-05-14
1628,Kepler-177,c,Transit,2,49.41200000,,,0.02400,,5942.00,1.07,1.07,2014-05-14
1629,Kepler-178,b,Transit,3,9.57669400,0.085000,,,,5676.00,,1.07,2014-05-14
1630,Kepler-178,c,Transit,3,20.55280200,0.142000,,,,5676.00,,1.07,2014-05-14
1631,Kepler-178,d,Transit,3,96.67898800,0.397000,,,,5676.00,,1.07,2014-05-14
1632,Kepler-179,b,Transit,2,2.73592600,0.036000,,,,5302.00,,0.76,2014-05-14
1633,Kepler-179,c,Transit,2,6.40013000,0.064000,,,,5302.00,,0.76,2014-05-14
1634,Kepler-18,b,Transit,3,3.50472500,0.044700,0.000000,0.02200,,5345.00,0.97,1.11,2014-05-14
1635,Kepler-18,c,Transit,3,7.64159000,0.075200,0.000000,0.05400,,5345.00,0.97,1.11,2014-05-14
1636,Kepler-18,d,Transit,3,14.85888000,0.117200,0.000000,0.05200,,5345.00,0.97,1.11,2014-05-14
1637,Kepler-180,b,Transit,2,13.81712400,0.109000,,,,5731.00,0.84,1.06,2014-05-14
1638,Kepler-180,c,Transit,2,41.88577500,0.229000,,,,5731.00,0.84,1.06,2014-05-14
1639,Kepler-181,b,Transit,2,3.13787300,0.040000,,,,5333.00,,0.75,2014-05-14
1640,Kepler-181,c,Transit,2,4.30214900,0.049000,,,,5333.00,,0.75,2014-05-14
1641,Kepler-182,b,Transit,2,9.82579200,0.096000,,,,6250.00,1.14,1.15,2014-05-14
1642,Kepler-182,c,Transit,2,20.68434200,0.157000,,,,6250.00,1.14,1.15,2014-05-14
1643,Kepler-183,b,Transit,2,5.68794500,0.064000,,,,5888.00,,0.96,2014-05-14
1644,Kepler-183,c,Transit,2,11.63707100,0.103000,,,,5888.00,,0.96,2014-05-14
1645,Kepler-184,b,Transit,3,10.68757600,0.092000,,,,5788.00,,0.87,2014-05-14
1646,Kepler-184,c,Transit,3,20.30300500,0.141000,,,,5788.00,,0.87,2014-05-14
1647,Kepler-184,d,Transit,3,29.02235800,0.179000,,,,5788.00,,0.87,2014-05-14
1648,Kepler-185,b,Transit,2,1.63290000,0.026000,,,,5208.00,0.79,0.81,2014-05-14
1649,Kepler-185,c,Transit,2,20.72904200,0.139000,,,,5208.00,0.79,0.81,2014-05-14
1650,Kepler-186,b,Transit,5,3.88679070,0.034300,,,172.00,3755.00,0.54,0.52,2014-05-14
1651,Kepler-186,c,Transit,5,7.26730200,0.045100,,,172.00,3755.00,0.54,0.52,2014-05-14
1652,Kepler-186,d,Transit,5,13.34299600,0.078100,,,172.00,3755.00,0.54,0.52,2014-05-14
1653,Kepler-186,e,Transit,5,22.40770400,0.110000,,,172.00,3755.00,0.54,0.52,2014-05-14
1654,Kepler-186,f,Transit,5,129.94410000,0.432000,0.040000,,172.00,3755.00,0.54,0.52,2015-01-14
1655,Kepler-187,b,Transit,2,4.93886400,0.059000,,,,6105.00,0.85,1.29,2014-05-14
1656,Kepler-187,c,Transit,2,10.64026300,0.099000,,,,6105.00,0.85,1.29,2014-05-14
1657,Kepler-188,b,Transit,2,2.06189700,0.032000,,,,6021.00,,1.14,2014-05-14
1658,Kepler-188,c,Transit,2,5.99655300,0.066000,,,,6021.00,,1.14,2014-05-14
1659,Kepler-189,b,Transit,2,10.39993100,0.088000,,,,5235.00,0.79,0.75,2014-05-14
1660,Kepler-189,c,Transit,2,20.13486600,0.137000,,,,5235.00,0.79,0.75,2014-05-14
1661,Kepler-19,b,Transit,2,9.28699440,,0.000000,0.06400,2119.00,5541.00,0.94,0.85,2014-05-14
1662,Kepler-19,c,Transit Timing Variations,2,160.00000000,,,6.00000,2119.00,5541.00,0.94,0.85,2014-05-14
1663,Kepler-190,b,Transit,2,2.01999900,0.030000,,,,5106.00,0.84,0.80,2014-05-14
1664,Kepler-190,c,Transit,2,3.76302400,0.045000,,,,5106.00,0.84,0.80,2014-05-14
1665,Kepler-191,b,Transit,3,9.93963200,0.087000,,,,5282.00,0.85,0.79,2014-05-14
1666,Kepler-191,c,Transit,3,17.73850600,0.128000,,,,5282.00,0.85,0.79,2014-05-14
1667,Kepler-191,d,Transit,3,5.94504102,,,,,5282.00,0.85,0.79,2016-05-10
1668,Kepler-192,b,Transit,3,9.92674600,0.090000,,,,5479.00,,1.01,2014-05-14
1669,Kepler-192,c,Transit,3,21.22340000,0.150000,,,,5479.00,,1.01,2014-05-14
1670,Kepler-192,d,Transit,3,6.47027579,,,,,5479.00,,1.01,2016-05-10
1671,Kepler-193,b,Transit,2,11.38848000,0.106000,,,,6335.00,,1.15,2014-05-14
1672,Kepler-193,c,Transit,2,50.69749400,0.286000,,,,6335.00,,1.15,2014-05-14
1673,Kepler-194,b,Transit,3,2.09228100,0.032000,,,,6089.00,,1.02,2014-05-14
1674,Kepler-194,c,Transit,3,17.30803200,0.131000,,,,6089.00,,1.02,2014-05-14
1675,Kepler-194,d,Transit,3,52.81497300,0.275000,,,,6089.00,,1.02,2014-05-14
1676,Kepler-195,b,Transit,2,8.30787200,0.077000,,,,5329.00,,0.78,2014-05-14
1677,Kepler-195,c,Transit,2,34.09686300,0.197000,,,,5329.00,,0.78,2014-05-14
1678,Kepler-196,b,Transit,2,20.73988600,0.138000,,,,5128.00,,0.78,2014-05-14
1679,Kepler-196,c,Transit,2,47.42773700,0.240000,,,,5128.00,,0.78,2014-05-14
1680,Kepler-197,b,Transit,4,5.59930800,0.060000,,,,6004.00,,1.12,2014-05-14
1681,Kepler-197,c,Transit,4,10.34969500,0.090000,,,,6004.00,,1.12,2014-05-14
1682,Kepler-197,d,Transit,4,15.67756300,0.119000,,,,6004.00,,1.12,2014-05-14
1683,Kepler-197,e,Transit,4,25.20971500,0.164000,,,,6004.00,,1.12,2014-05-14
1684,Kepler-198,b,Transit,3,17.79003700,0.131000,,,,5574.00,0.93,0.94,2014-05-14
1685,Kepler-198,c,Transit,3,49.56741600,0.259000,,,,5574.00,0.93,0.94,2014-05-14
1686,Kepler-198,d,Transit,3,1.31184443,,,,,5574.00,0.93,0.94,2016-05-10
1687,Kepler-199,b,Transit,2,23.63760400,0.158000,,,,5644.00,,0.97,2014-05-14
1688,Kepler-199,c,Transit,2,67.09340800,0.316000,,,,5644.00,,0.97,2014-05-14
1689,Kepler-20,b,Transit,5,3.69612190,0.045370,0.320000,0.02700,290.00,5455.00,0.91,0.94,2014-05-14
1690,Kepler-20,c,Transit,5,10.85409200,0.093000,0.400000,0.05100,290.00,5455.00,0.91,0.94,2014-05-14
1691,Kepler-20,d,Transit,5,77.61184000,0.345300,0.600000,0.06300,290.00,5455.00,0.91,0.94,2014-05-14
1692,Kepler-20,e,Transit,5,6.09849300,,0.280000,0.01000,290.00,5455.00,0.91,0.94,2014-05-14
1693,Kepler-20,f,Transit,5,19.57706000,,0.320000,0.04500,290.00,5455.00,0.91,0.94,2014-05-14
1694,Kepler-200,b,Transit,2,8.59480500,0.080000,,,,5678.00,,0.94,2014-05-14
1695,Kepler-200,c,Transit,2,10.22215700,0.090000,,,,5678.00,,0.94,2014-05-14
1696,Kepler-201,b,Transit,2,25.67208300,0.175000,,,,6065.00,1.17,1.23,2014-05-14
1697,Kepler-201,c,Transit,2,151.88405800,0.573000,,,,6065.00,1.17,1.23,2014-05-14
1698,Kepler-202,b,Transit,2,4.06942700,0.045000,,,,4668.00,,0.67,2014-05-14
1699,Kepler-202,c,Transit,2,16.28249300,0.113000,,,,4668.00,,0.67,2014-05-14
1700,Kepler-203,b,Transit,3,3.16269700,0.043000,,,,5821.00,0.98,1.11,2014-05-14
1701,Kepler-203,c,Transit,3,5.37064700,0.061000,,,,5821.00,0.98,1.11,2014-05-14
1702,Kepler-203,d,Transit,3,11.32972000,0.100000,,,,5821.00,0.98,1.11,2014-05-14
1703,Kepler-204,b,Transit,2,14.40097400,0.117000,,,,5812.00,0.96,1.24,2014-05-14
1704,Kepler-204,c,Transit,2,25.66059300,0.173000,,,,5812.00,0.96,1.24,2014-05-14
1705,Kepler-205,b,Transit,2,2.75564000,0.032000,,,,4321.00,,0.55,2014-05-14
1706,Kepler-205,c,Transit,2,20.30654600,0.122000,,,,4321.00,,0.55,2014-05-14
1707,Kepler-206,b,Transit,3,7.78198700,0.078000,,,,5764.00,0.94,1.19,2014-05-14
1708,Kepler-206,c,Transit,3,13.13747100,0.111000,,,,5764.00,0.94,1.19,2014-05-14
1709,Kepler-206,d,Transit,3,23.44281000,0.163000,,,,5764.00,0.94,1.19,2014-05-14
1710,Kepler-207,b,Transit,3,1.61186500,0.029000,,,,5920.00,,1.59,2014-05-14
1711,Kepler-207,c,Transit,3,3.07157100,0.044000,,,,5920.00,,1.59,2014-05-14
1712,Kepler-207,d,Transit,3,5.86807500,0.068000,,,,5920.00,,1.59,2014-05-14
1713,Kepler-208,b,Transit,4,4.22864000,0.054000,,,,6092.00,1.03,1.31,2014-05-14
1714,Kepler-208,c,Transit,4,7.46662300,0.079000,,,,6092.00,1.03,1.31,2014-05-14
1715,Kepler-208,d,Transit,4,11.13178600,0.103000,,,,6092.00,1.03,1.31,2014-05-14
1716,Kepler-208,e,Transit,4,16.25945800,0.132000,,,,6092.00,1.03,1.31,2014-05-14
1717,Kepler-209,b,Transit,2,16.08784500,0.122000,,,,5513.00,,0.94,2014-05-14
1718,Kepler-209,c,Transit,2,41.74988200,0.231000,,,,5513.00,,0.94,2014-05-14
1719,Kepler-21,b,Transit,1,2.78575500,0.042507,0.000000,0.03300,108.00,6131.00,1.34,1.86,2014-05-14
1720,Kepler-210,b,Transit,2,2.45323400,0.032000,,,,4559.00,,0.65,2014-05-14
1721,Kepler-210,c,Transit,2,7.97251300,0.070000,,,,4559.00,,0.65,2014-05-14
1722,Kepler-211,b,Transit,2,4.13857500,0.048000,,,,5123.00,0.97,0.82,2014-05-14
1723,Kepler-211,c,Transit,2,6.04045000,0.062000,,,,5123.00,0.97,0.82,2014-05-14
1724,Kepler-212,b,Transit,2,16.25758200,0.133000,,,,5852.00,1.16,1.46,2014-05-14
1725,Kepler-212,c,Transit,2,31.80517400,0.207000,,,,5852.00,1.16,1.46,2014-05-14
1726,Kepler-213,b,Transit,2,2.46236000,0.036000,,,,5696.00,0.94,1.20,2014-05-14
1727,Kepler-213,c,Transit,2,4.82296200,0.057000,,,,5696.00,0.94,1.20,2014-05-14
1728,Kepler-214,b,Transit,2,15.66054400,0.130000,,,,6169.00,,1.35,2014-05-14
1729,Kepler-214,c,Transit,2,28.77980000,0.194000,,,,6169.00,,1.35,2014-05-14
1730,Kepler-215,b,Transit,4,9.36067200,0.084000,,,,5739.00,0.77,1.03,2014-05-14
1731,Kepler-215,c,Transit,4,14.66710800,0.113000,,,,5739.00,0.77,1.03,2014-05-14
1732,Kepler-215,d,Transit,4,30.86442300,0.185000,,,,5739.00,0.77,1.03,2014-05-14
1733,Kepler-215,e,Transit,4,68.16101000,0.314000,,,,5739.00,0.77,1.03,2014-05-14
1734,Kepler-216,b,Transit,2,7.69364100,0.079000,,,,6091.00,,1.26,2014-05-14
1735,Kepler-216,c,Transit,2,17.40666900,0.136000,,,,6091.00,,1.26,2014-05-14
1736,Kepler-217,b,Transit,3,5.37494300,0.065000,,,,6171.00,,1.80,2014-05-14
1737,Kepler-217,c,Transit,3,8.58600400,0.089000,,,,6171.00,,1.80,2014-05-14
1738,Kepler-217,d,Transit,3,3.88689525,,,,,6171.00,,1.80,2016-05-10
1739,Kepler-218,b,Transit,3,3.61933700,0.046000,,,,5502.00,,1.06,2014-05-14
1740,Kepler-218,c,Transit,3,44.69957600,0.248000,,,,5502.00,,1.06,2014-05-14
1741,Kepler-218,d,Transit,3,124.52446470,,,,,5502.00,,1.06,2016-05-10
1742,Kepler-219,b,Transit,3,4.58551200,0.057000,,,,5786.00,,1.49,2014-05-14
1743,Kepler-219,c,Transit,3,22.71461300,0.165000,,,,5786.00,,1.49,2014-05-14
1744,Kepler-219,d,Transit,3,47.90364500,0.272000,,,,5786.00,,1.49,2014-05-14
1745,Kepler-22,b,Transit,1,289.86230000,0.849000,0.000000,0.11300,190.00,5518.00,0.97,0.98,2014-05-14
1746,Kepler-220,b,Transit,4,4.15980700,0.046000,,,,4632.00,,0.67,2014-05-14
1747,Kepler-220,c,Transit,4,9.03419900,0.076000,,,,4632.00,,0.67,2014-05-14
1748,Kepler-220,d,Transit,4,28.12239700,0.163000,,,,4632.00,,0.67,2014-05-14
1749,Kepler-220,e,Transit,4,45.90273300,0.226000,,,,4632.00,,0.67,2014-05-14
1750,Kepler-221,b,Transit,4,2.79590600,0.037000,,,,5243.00,0.72,0.82,2014-05-14
1751,Kepler-221,c,Transit,4,5.69058600,0.059000,,,,5243.00,0.72,0.82,2014-05-14
1752,Kepler-221,d,Transit,4,10.04156000,0.087000,,,,5243.00,0.72,0.82,2014-05-14
1753,Kepler-221,e,Transit,4,18.36991700,0.130000,,,,5243.00,0.72,0.82,2014-05-14
1754,Kepler-222,b,Transit,3,3.93698100,0.048000,,,,5433.00,,0.87,2014-05-14
1755,Kepler-222,c,Transit,3,10.08881000,0.091000,,,,5433.00,,0.87,2014-05-14
1756,Kepler-222,d,Transit,3,28.08191200,0.180000,,,,5433.00,,0.87,2014-05-14
1757,Kepler-223,b,Transit,4,7.38410800,0.073000,,,,5829.00,,1.02,2014-05-14
1758,Kepler-223,c,Transit,4,9.84818300,0.088000,,,,5829.00,,1.02,2014-05-14
1759,Kepler-223,d,Transit,4,14.78875900,0.116000,,,,5829.00,,1.02,2014-05-14
1760,Kepler-223,e,Transit,4,19.72173400,0.140000,,,,5829.00,,1.02,2014-05-14
1761,Kepler-224,b,Transit,4,3.13292400,0.038000,,,,5018.00,0.74,0.68,2014-05-14
1762,Kepler-224,c,Transit,4,5.92500300,0.058000,,,,5018.00,0.74,0.68,2014-05-14
1763,Kepler-224,d,Transit,4,11.34939300,0.089000,,,,5018.00,0.74,0.68,2014-05-14
1764,Kepler-224,e,Transit,4,18.64357700,0.124000,,,,5018.00,0.74,0.68,2014-05-14
1765,Kepler-225,b,Transit,2,6.73897500,0.056000,,,,3682.00,,0.48,2014-05-14
1766,Kepler-225,c,Transit,2,18.79423400,0.111000,,,,3682.00,,0.48,2014-05-14
1767,Kepler-226,b,Transit,3,3.94099700,0.047000,,,,5571.00,0.86,0.80,2014-05-14
1768,Kepler-226,c,Transit,3,5.34955500,0.058000,,,,5571.00,0.86,0.80,2014-05-14
1769,Kepler-226,d,Transit,3,8.10904400,0.076000,,,,5571.00,0.86,0.80,2014-05-14
1770,Kepler-227,b,Transit,2,9.48801500,0.090000,,,,5854.00,,1.09,2014-05-14
1771,Kepler-227,c,Transit,2,54.41869400,0.290000,,,,5854.00,,1.09,2014-05-14
1772,Kepler-228,b,Transit,3,2.56654600,0.038000,,,,6043.00,,1.01,2014-05-14
1773,Kepler-228,c,Transit,3,4.13444400,0.052000,,,,6043.00,,1.01,2014-05-14
1774,Kepler-228,d,Transit,3,11.09428600,0.101000,,,,6043.00,,1.01,2014-05-14
1775,Kepler-229,b,Transit,3,6.25297200,0.062000,,,,5120.00,,0.73,2014-05-14
1776,Kepler-229,c,Transit,3,16.06863800,0.117000,,,,5120.00,,0.73,2014-05-14
1777,Kepler-229,d,Transit,3,41.19491200,0.220000,,,,5120.00,,0.73,2014-05-14
1778,Kepler-23,b,Transit,3,7.10730000,0.075000,,0.80000,800.00,5828.00,1.11,1.55,2014-05-14
1779,Kepler-23,c,Transit,3,10.74210000,0.099000,,2.70000,800.00,5828.00,1.11,1.55,2014-05-14
1780,Kepler-23,d,Transit,3,15.27429900,0.124000,,,800.00,5828.00,1.11,1.55,2014-05-14
1781,Kepler-230,b,Transit,2,32.62555500,0.191000,,,,5588.00,,0.82,2014-05-14
1782,Kepler-230,c,Transit,2,91.77324200,0.380000,,,,5588.00,,0.82,2014-05-14
1783,Kepler-231,b,Transit,2,10.06527500,0.074000,,,,3767.00,0.58,0.49,2014-05-14
1784,Kepler-231,c,Transit,2,19.27156600,0.114000,,,,3767.00,0.58,0.49,2014-05-14
1785,Kepler-232,b,Transit,2,4.43122200,0.054000,,,,5847.00,,0.97,2014-05-14
1786,Kepler-232,c,Transit,2,11.37934900,0.101000,,,,5847.00,,0.97,2014-05-14
1787,Kepler-233,b,Transit,2,8.47238200,0.077000,,,,5360.00,,0.76,2014-05-14
1788,Kepler-233,c,Transit,2,60.41895500,0.287000,,,,5360.00,,0.76,2014-05-14
1789,Kepler-234,b,Transit,2,2.71150600,0.040000,,,,6224.00,,1.11,2014-05-14
1790,Kepler-234,c,Transit,2,7.21205000,0.077000,,,,6224.00,,1.11,2014-05-14
1791,Kepler-235,b,Transit,4,3.34022200,0.037000,,,,4255.00,0.59,0.55,2014-05-14
1792,Kepler-235,c,Transit,4,7.82490400,0.065000,,,,4255.00,0.59,0.55,2014-05-14
1793,Kepler-235,d,Transit,4,20.06054800,0.122000,,,,4255.00,0.59,0.55,2014-05-14
1794,Kepler-235,e,Transit,4,46.18366900,0.213000,,,,4255.00,0.59,0.55,2014-05-14
1795,Kepler-236,b,Transit,2,8.29561100,0.065000,,,,3750.00,0.56,0.51,2014-05-14
1796,Kepler-236,c,Transit,2,23.96812700,0.132000,,,,3750.00,0.56,0.51,2014-05-14
1797,Kepler-237,b,Transit,2,4.71510600,0.050000,,,,4861.00,0.70,0.72,2014-05-14
1798,Kepler-237,c,Transit,2,8.10363600,0.071000,,,,4861.00,0.70,0.72,2014-05-14
1799,Kepler-238,b,Transit,5,2.09087600,0.034000,,,,5751.00,1.06,1.43,2014-05-14
1800,Kepler-238,c,Transit,5,6.15555700,0.069000,,,,5751.00,1.06,1.43,2014-05-14
1801,Kepler-238,d,Transit,5,13.23354900,0.115000,,,,5751.00,1.06,1.43,2014-05-14
1802,Kepler-238,e,Transit,5,23.65400000,,,0.53400,,5751.00,1.06,1.43,2014-05-14
1803,Kepler-238,f,Transit,5,50.44700000,,,0.04200,,5751.00,1.06,1.43,2014-05-14
1804,Kepler-239,b,Transit,2,11.76305100,0.095000,,,,4914.00,0.74,0.76,2014-05-14
1805,Kepler-239,c,Transit,2,56.22809800,0.268000,,,,4914.00,0.74,0.76,2014-05-14
1806,Kepler-24,b,Transit,4,8.14530000,0.080000,,1.60000,1200.00,5897.00,1.03,1.29,2014-05-14
1807,Kepler-24,c,Transit,4,12.33350000,0.106000,,1.60000,1200.00,5897.00,1.03,1.29,2014-05-14
1808,Kepler-24,d,Transit,4,4.24438400,0.051000,,,1200.00,5897.00,1.03,1.29,2014-05-14
1809,Kepler-24,e,Transit,4,18.99835500,0.138000,,,1200.00,5897.00,1.03,1.29,2014-05-14
1810,Kepler-240,b,Transit,2,4.14449500,0.048000,,,,4985.00,,0.74,2014-05-14
1811,Kepler-240,c,Transit,2,7.95352800,0.074000,,,,4985.00,,0.74,2014-05-14
1812,Kepler-241,b,Transit,2,12.71809200,0.094000,,,,4699.00,,0.67,2014-05-14
1813,Kepler-241,c,Transit,2,36.06597800,0.189000,,,,4699.00,,0.67,2014-05-14
1814,Kepler-242,b,Transit,2,8.20395000,0.075000,,,,5020.00,,0.85,2014-05-14
1815,Kepler-242,c,Transit,2,14.49648100,0.109000,,,,5020.00,,0.85,2014-05-14
1816,Kepler-243,b,Transit,2,5.71544200,0.062000,,,,5228.00,0.89,0.84,2014-05-14
1817,Kepler-243,c,Transit,2,20.02621800,0.142000,,,,5228.00,0.89,0.84,2014-05-14
1818,Kepler-244,b,Transit,3,4.31179200,0.050000,,,,5554.00,,0.80,2014-05-14
1819,Kepler-244,c,Transit,3,9.76729200,0.087000,,,,5554.00,,0.80,2014-05-14
1820,Kepler-244,d,Transit,3,20.05040100,0.140000,,,,5554.00,,0.80,2014-05-14
1821,Kepler-245,b,Transit,4,7.49019000,0.071000,,,,5100.00,0.80,0.80,2014-05-14
1822,Kepler-245,c,Transit,4,17.46081200,0.124000,,,,5100.00,0.80,0.80,2014-05-14
1823,Kepler-245,d,Transit,4,36.27710800,0.202000,,,,5100.00,0.80,0.80,2014-05-14
1824,Kepler-245,e,Transit,4,3.21982106,,,,,5100.00,0.80,0.80,2016-05-10
1825,Kepler-246,b,Transit,2,4.60182000,0.052000,,,,5206.00,0.86,0.83,2014-05-14
1826,Kepler-246,c,Transit,2,11.18716100,0.095000,,,,5206.00,0.86,0.83,2014-05-14
1827,Kepler-247,b,Transit,3,3.33616000,0.042000,,,,5100.00,,0.77,2014-05-14
1828,Kepler-247,c,Transit,3,9.43945200,0.084000,,,,5100.00,,0.77,2014-05-14
1829,Kepler-247,d,Transit,3,20.47791200,0.140000,,,,5100.00,,0.77,2014-05-14
1830,Kepler-248,b,Transit,2,6.30820500,0.066000,,,,5190.00,,0.83,2014-05-14
1831,Kepler-248,c,Transit,2,16.23949400,0.123000,,,,5190.00,,0.83,2014-05-14
1832,Kepler-249,b,Transit,3,3.30653900,0.035000,,,,3568.00,,0.48,2014-05-14
1833,Kepler-249,c,Transit,3,7.11370200,0.058000,,,,3568.00,,0.48,2014-05-14
1834,Kepler-249,d,Transit,3,15.36845900,0.097000,,,,3568.00,,0.48,2014-05-14
1835,Kepler-25,b,Transit,3,6.23850000,0.068000,,12.70000,,6270.00,1.19,1.31,2014-05-14
1836,Kepler-25,c,Transit,3,12.72040000,0.110000,,4.16000,,6270.00,1.19,1.31,2014-05-14
1837,Kepler-25,d,Radial Velocity,3,123.00000000,,,0.28300,,6270.00,1.19,1.31,2014-05-14
1838,Kepler-250,b,Transit,3,4.14814100,0.048000,,,,5160.00,0.80,0.81,2014-05-14
1839,Kepler-250,c,Transit,3,7.15680400,0.069000,,,,5160.00,0.80,0.81,2014-05-14
1840,Kepler-250,d,Transit,3,17.64831200,0.127000,,,,5160.00,0.80,0.81,2014-05-14
1841,Kepler-251,b,Transit,4,4.79093600,0.053000,,,,5526.00,0.91,0.89,2014-05-14
1842,Kepler-251,c,Transit,4,16.51404300,0.122000,,,,5526.00,0.91,0.89,2014-05-14
1843,Kepler-251,d,Transit,4,30.13300100,0.182000,,,,5526.00,0.91,0.89,2014-05-14
1844,Kepler-251,e,Transit,4,99.64016100,0.404000,,,,5526.00,0.91,0.89,2014-05-14
1845,Kepler-252,b,Transit,2,6.66839100,0.058000,,,,4208.00,0.52,0.55,2014-05-14
1846,Kepler-252,c,Transit,2,10.84846300,0.080000,,,,4208.00,0.52,0.55,2014-05-14
1847,Kepler-253,b,Transit,3,3.78398600,0.046000,,,,5208.00,,0.79,2014-05-14
1848,Kepler-253,c,Transit,3,10.28195100,0.089000,,,,5208.00,,0.79,2014-05-14
1849,Kepler-253,d,Transit,3,18.11986900,0.130000,,,,5208.00,,0.79,2014-05-14
1850,Kepler-254,b,Transit,3,5.82666200,0.064000,,,,5957.00,,0.91,2014-05-14
1851,Kepler-254,c,Transit,3,12.41218300,0.105000,,,,5957.00,,0.91,2014-05-14
1852,Kepler-254,d,Transit,3,18.74647700,0.139000,,,,5957.00,,0.91,2014-05-14
1853,Kepler-255,b,Transit,3,5.71460600,0.063000,,,,5573.00,0.97,0.93,2014-05-14
1854,Kepler-255,c,Transit,3,9.94604700,0.092000,,,,5573.00,0.97,0.93,2014-05-14
1855,Kepler-255,d,Transit,3,1.04562266,,,,,5573.00,0.97,0.93,2016-05-10
1856,Kepler-256,b,Transit,4,1.62049300,0.027000,,,,5551.00,1.02,1.30,2014-05-14
1857,Kepler-256,c,Transit,4,3.38802000,0.045000,,,,5551.00,1.02,1.30,2014-05-14
1858,Kepler-256,d,Transit,4,5.83917200,0.064000,,,,5551.00,1.02,1.30,2014-05-14
1859,Kepler-256,e,Transit,4,10.68157200,0.096000,,,,5551.00,1.02,1.30,2014-05-14
1860,Kepler-257,b,Transit,3,2.38266700,0.034000,,,,5180.00,,1.04,2014-05-14
1861,Kepler-257,c,Transit,3,6.58148400,0.066000,,,,5180.00,,1.04,2014-05-14
1862,Kepler-257,d,Transit,3,24.66455100,0.160000,,,,5180.00,,1.04,2014-05-14
1863,Kepler-258,b,Transit,2,13.19722000,0.103000,,,,4942.00,0.80,0.92,2014-05-14
1864,Kepler-258,c,Transit,2,33.65307900,0.193000,,,,4942.00,0.80,0.92,2014-05-14
1865,Kepler-259,b,Transit,2,8.11531700,0.079000,,,,5938.00,,0.90,2014-05-14
1866,Kepler-259,c,Transit,2,36.92493100,0.217000,,,,5938.00,,0.90,2014-05-14
1867,Kepler-26,b,Transit,4,12.28000000,,,0.01611,,3914.00,0.54,0.51,2016-04-07
1868,Kepler-26,c,Transit,4,17.25590000,,,0.01951,,3914.00,0.54,0.51,2016-04-07
1869,Kepler-26,d,Transit,4,3.54391900,0.039000,,,,3914.00,0.54,0.51,2014-05-14
1870,Kepler-26,e,Transit,4,46.82791500,0.220000,,,,3914.00,0.54,0.51,2014-05-14
1871,Kepler-260,b,Transit,2,8.18739900,0.075000,,,,5250.00,0.88,0.86,2014-05-14
1872,Kepler-260,c,Transit,2,76.05017800,0.332000,,,,5250.00,0.88,0.86,2014-05-14
1873,Kepler-261,b,Transit,2,10.38122700,0.088000,,,,5098.00,0.87,0.79,2014-05-14
1874,Kepler-261,c,Transit,2,24.57085800,0.156000,,,,5098.00,0.87,0.79,2014-05-14
1875,Kepler-262,b,Transit,2,13.06085500,0.108000,,,,5841.00,,0.88,2014-05-14
1876,Kepler-262,c,Transit,2,21.85372200,0.152000,,,,5841.00,,0.88,2014-05-14
1877,Kepler-263,b,Transit,2,16.56808700,0.120000,,,,5265.00,,0.79,2014-05-14
1878,Kepler-263,c,Transit,2,47.33277300,0.242000,,,,5265.00,,0.79,2014-05-14
1879,Kepler-264,b,Transit,2,40.80623100,0.249000,,,,6158.00,1.32,1.55,2014-05-14
1880,Kepler-264,c,Transit,2,140.10126100,0.566000,,,,6158.00,1.32,1.55,2014-05-14
1881,Kepler-265,b,Transit,4,6.84626200,0.069000,,,,5835.00,1.03,1.10,2014-05-14
1882,Kepler-265,c,Transit,4,17.02893700,0.127000,,,,5835.00,1.03,1.10,2014-05-14
1883,Kepler-265,d,Transit,4,43.13061700,0.236000,,,,5835.00,1.03,1.10,2014-05-14
1884,Kepler-265,e,Transit,4,67.83102400,0.319000,,,,5835.00,1.03,1.10,2014-05-14
1885,Kepler-266,b,Transit,2,6.61833000,0.071000,,,,5885.00,0.99,1.03,2014-05-14
1886,Kepler-266,c,Transit,2,107.72360100,0.457000,,,,5885.00,0.99,1.03,2014-05-14
1887,Kepler-267,b,Transit,3,3.35372800,0.037000,,,,4258.00,0.56,0.56,2014-05-14
1888,Kepler-267,c,Transit,3,6.87745000,0.060000,,,,4258.00,0.56,0.56,2014-05-14
1889,Kepler-267,d,Transit,3,28.46451500,0.154000,,,,4258.00,0.56,0.56,2014-05-14
1890,Kepler-268,b,Transit,2,25.93413800,0.180000,,,,6081.00,,1.27,2014-05-14
1891,Kepler-268,c,Transit,2,83.44639300,0.391000,,,,6081.00,,1.27,2014-05-14
1892,Kepler-269,b,Transit,2,5.32671800,0.061000,,,,5847.00,0.98,0.96,2014-05-14
1893,Kepler-269,c,Transit,2,8.12789900,0.081000,,,,5847.00,0.98,0.96,2014-05-14
1894,Kepler-27,b,Transit,2,15.33480000,0.118000,,9.11000,,5400.00,0.65,0.59,2014-05-14
